recrutement,nom,datesClefs,logo,codePostal,titresMajeurs,administratif,description,effectifs,email,rue,ville,anneeCreation,statut,contacts,RCS,categorie,titresEnCours,telephone,actualite,url,adresse,NAF,fax,website,chiffreAffaire
,Xandrie,,http://www.afjv.com/img/logo2/xandrie.png,93692,,,"Xandrie est le spécialiste international de la culture et du divertissement digital.Aujourd’hui, à travers allbrary et Qobuz, nous proposons des expériences uniques avec une offre complète de produits digitaux : eBooks, Films & Séries, Jeux vidéo, Logiciels, Création digitale, Presse & Magazines, Partitions musicales.Se divertir, s’enrichir et cultiver ses plaisirs, n’a jamais été aussi facile !Créée en 2012, Xandrie est une société du groupe THEBAUD. Elle est contrôlée par son fondateur Denis THEBAUD et sa holding NABUBOTO.Le groupe THEBAUD est investi dans diverses sociétés dans le domaine du divertissement et des technologies, notamment : Acsys, Focus Home Interactive, IDM, Innelec Multimédia, Konix, MDA, Nitroserv, Numecent, Numeric Pipeline et Xandrie.Aujourd’hui, Xandrie a vocation à réunir des marques spécialisées dans le domaine de la culture et du divertissement digital.",Information indisponible,,"45, rue Delizy ",Pantin Cedex,2012,SA,Denis THEBAUD - P-DG,Bobigny B 749 983 029,Distributeurs,,,"Innelec procède à une augmentation de capital de Xandrie10 déc. 2013 - Le Conseil d'Administration du 18 septembre 2013 de Xandrie (participation à 48,83 % d'Innelec Multimédia) a décidé de lancer une nouvelle augmentation de capital pour financer son développement.",http://www.afjv.com/societe/711-xandrie.htm,"45, rue Delizy  93692 Pantin Cedex",4791B - Vente à distance sur catalogue spécialisé ,,http://www.xandrie.com,
,Ys Interactive,,http://www.afjv.com/img/logo2/ys-interactive.png,59300,,,"Le studio YS Interactive a pour ambition de produire des jeux d’aventures narratifs en adaptant des oeuvres à succès, issues de la bande dessinée, du roman, du cinéma ou de la série TV, à l’image du studio américain Telltale.Lauréat du concours « Creative Startup » 2015, soutenu par Pictanovo et la Région Nord-Pas de Calais, le studio YS Interactive a été fondé par des vétérans du jeu vidéo en partenariat avec un acteur majeur du cinéma français, le label ISF Cinéma.",Information indisponible,,"2, rue Peclet",Valenciennes,2015,SA,"Luc VERDIER - Président 
 Didier QUENTIN - Directeur Général",,Studios,,,,http://www.afjv.com/societe/960-ys-interactive.htm,"2, rue Peclet 59300 Valenciennes", - ,,http://www.studioysinteractive.com,
,Xiwen Games,,http://www.afjv.com/img/logo2/xiwen_games.png,44100,,,"XIWEN games est un studio de développement et d'édition de jeu vidéo, dont le siège est à Paris et le plateau de développement à Nantes. Le studio a pour ambition de concevoir des jeux vidéo accessibles depuis tout support connecté, au gameplay basé sur de forts contenus scénaristiques et culturels.XIWEN games vise le marché international et développe une approche marketing digital pragmatique à travers ses partenariats. Le nom choisi est porteur des valeurs fondatrices de notre entreprise par le sens même du nom : XI (prononcez «si») signifie relier en chinois, et WEN signifie culture. La vocation de XIWEN games est de « relier les cultures par le jeu » !",Information indisponible,contact@xiwengames.com,60 boulevard du maréchal Alphonse Juin,Nantes,2010,SAS,Alexandre SABOURET - Président,Paris B 527 914 394,Studios,,,,http://www.afjv.com/societe/747-xiwen-games.htm,60 boulevard du maréchal Alphonse Juin 44100 Nantes,7022Z - Conseil pour les affaires et autres conseils de gestion ,,http://www.xiwengames.com/,21800
,XtraLife,,http://www.afjv.com/img/logo2/xtralife.png,34270,,,"XtraLife est la nouvelle itération de Clan of the Cloud un ""Back End as a service"" fondé en 2011 par un groupe de vétérans de l'industrie du jeu vidéo, mené par Michael El Baki, qui devient désormais COO de XtraLife. Avec sa nouvelle identité, XtraLife offre enfin l'accès à l'Open Source pour les service de Back End . XtraLife propose également une version hébergée de la version Open Source pour répondre aux besoins des développeurs préférant la simplicité d'utilisation.La société commence la construction d'une communauté qui partage l'esprit pionnier du développement de jeu Open Source, pour recréer l'innovation et la créativité du développement Web.XtraLife est soutenue par des investisseurs privés, incluant le cofondateur et ancien CTO de LinkedIn. XtraLife a son siège social en France, avec une présence et une vision globale.",Information indisponible,,36 ancien chemin de Vacquieres ,Valflaunes,2011,SAS,"Michael El Baki - Président 
 Roland Van Leeuwen - Directeur Général, CTO 
 Nicolas Roussel - Directeur Commercial 
 Jean Luc Vaillant - Conseiller technique",Montpellier B 537 420 366,Middlewares,,,"Clan of the Cloud devient XtraLife (Back End Open Source)18 août 2016 - XtraLife offre des fonctionnalités qui permettent aux développeurs et éditeurs de construire efficacement et en toute sécurité leurs communautés de joueurs. Avec XtraLife, les développeurs ... 
 Le Backend jeu vidéo de Clan of the Cloud... gratuit16 déc. 2015 - Le ""Free Plan"" offre toutes les fonctionnalités des SDKs sur toutes les plateformes supportées, et ce via Unity, C++ et Javascript. Cela inclut la gestion des profils, les inventaires, les ... 
 CloudBuilder, un middleware dédié aux fonctions sociales13 nov. 2014 - Clan of the Cloud révolutionne complètement l'expérience sociale dans les jeux et les applications - généralement une seule ligne de code suffit pour ajouter de nombreuses fonctionnalités comme ...",http://www.afjv.com/societe/767-xtralife.htm,36 ancien chemin de Vacquieres  34270 Valflaunes,5821Z - Édition de jeux électroniques,,http://xtralife.cloud/,
,Plug-in-Digital,,http://www.afjv.com/img/logo2/plug-in-digital.png,94260,,,"Nous offrons une solution de distribution clef en main pour vos jeux vidéo. Nous garantissons une distribution mondiale, efficace, simple avec une visibilité trade marketing maximale.",Information indisponible,,72 rue Emile Zola,Fresnes,2012,SARL,Francis INGRAND - Directeur,Creteil B 539 019 786,Prestataires,,,"Le jeu vidéo Aurion aura droit à son adaptation cinéma16 oct. 2016 - Aurion : L'Héritage des Kori-Odan est un Action-RPG en 2D inspiré par la série des ""Tales of"". Son récit, puisant profondément dans la culture africaine, a séduit la société Good Fear Film qui a ... 
 Plug In Digital à la Gamescom 2016 : le Line-up officiel5 août 2016 - Depuis 2015, Plug In Digital a lancé sa branche dédiée à l'édition, Plug In Digital Label. Avec Dead In Bermuda et Aurion : L'Héritage des Kori-Odan disponibles sur Steam, la machine s'est mise en ... 
 Plug In Digital Label signe avec Too Kind Studio4 avr. 2016 - ""Nous sommes ravis de travailler aux cotés des talentueux lillois de Too Kind Studio. Pankapu est une perle onirique avec un gameplay dynamique et une BO envoûtante que nous accueillons avec ... 
 Succès pour le Kickstarter du jeu vidéo camerounais Aurion15 oct. 2015 - Le studio Kiroo Games c'est une équipe d'une vingtaine de jeunes camerounais passionnés qui planchent en ce moment sur Aurion : l'héritage des Kori-Odan. Ce fantasy-action-RPG puise son ... 
 Aurion : Legacy of the Kori-Odan se lance sur Kickstarter15 sept. 2015 - Aurion : Legacy of the Kori-Odan est un 2D Action-RPG sur fond d'African Fantasy. Le gameplay dynamique partiellement tiré des anciens opus de la série ""Tales of"", se base sur des séquences de ... 
 Plug In Digital et Is This Art lancent le label The Sidekick16 juil. 2015 - The Sidekicks veut se positionner en alternative attractive entre l'auto-édition et l'édition classique. La force du service repose sur un vrai accompagnement du projet et des services de ...",http://www.afjv.com/societe/810-plug-in-digital.htm,72 rue Emile Zola 94260 Fresnes,7022Z - Conseil pour les affaires et autres conseils de gestion,,http://www.plug-in-digital.com/,386700
,Wild Sheep Studio,,http://www.afjv.com/img/logo2/wild-sheep-studio.png,34000,,,"Studio indépendant de jeux vidéo créé à Montpellier par Michel Ancel, entouré d'une équipe de développeurs expérimentés.Ensemble, ils travaillent sur WiLD, un jeu de survie / aventure en ligne, consacré à la nature sauvage. L'action prend place il y a 10.000 ans, quand la nature et l'humanité ne faisaient qu'un.WiLD est annoncé uniquement pour PS4.",Information indisponible,,1 rue d'Alger,Montpellier,2013,SASU,Céline TELLIER - Président - Directrice Artistique,Montpellier B 793 419 011,Studios,,,"Michel Ancel s'implique dans la création d'un nouveau studio31 juil. 2014 - En parallèle de son rôle de directeur créatif chez Ubisoft, Michel Ancel, créateur de Rayman et Beyond Good and Evil, s'implique dans la création d'un nouveau studio indépendant de jeux vidéo à ...",http://www.afjv.com/societe/804-wild-sheep-studio.htm,1 rue d'Alger 34000 Montpellier,"5912Z - Post-production de films cinématographiques, de vidéo et de programmes de télévision",,http://www.wildsheepstudio.com/,
,Wild Factor,,http://www.afjv.com/img/logo2/wild_factor.png,75011,,,Studio de développement de jeux vidéo créé par Alexandre Lautié en 2013. Wild Factor compte déjà plusieurs jeux à son actif :,Information indisponible,press@wildfactor.net,97 rue de Montreuil,Paris,2013,SARL unipersonnelle,Alexandre Lautié - Gérant,Paris B 799 000 856,Studios,,,,http://www.afjv.com/societe/789-wild-factor.htm,97 rue de Montreuil 75011 Paris,5821Z - Édition de jeux électroniques,,http://www.wildfactor.net/,
,XiLabs,,http://www.afjv.com/img/logo2/xilabs.png,75018,,,"Studio de Jeux Urbains.Présent sur ce marché depuis 2007, Xilabs se positionne comme le leader Français en matière de smartgames appliqués à l’espace urbain comme aux territoires. Avec plus d’une quinzaine de jeux réalisés, notre équipe dispose d’une connaissance pointue dans les systèmes de localisation, la réalité augmentée, les réseaux mobiles et l’informatique embarquée. Cette expertise se reflète sur l’ergonomie, l’immersivité et la facilité de prise en main de nos jeux.En contraste avec le monde synthétique du jeu vidéo classique, le terrain du jeu urbain est la réalité : hétérogène, variable et dynamique. La prise en compte de l’environnement spatial et temporel nous permet d’envisager des possibilités inédites de gameplay et d’ajuster à volonté le degré d’immersion physique et émotionnel des joueurs. Xilabs développe son expertise sur tout type de smartphone, plateforme de plus en plus plébiscitée par le grand public.Nos efforts d’innovations et notre proximité avec les joueurs nous ont permis de décrocher plusieurs distinctions parmi lesquelles :",3,info@xilabs.fr,46 rue René Clair,Paris,2007,SARL,Ivo Flammer - Gérant - Chef de produits - ivo.flammer@xilabs.fr,Paris B 493 483 051,Studios,,01 83 62 56 20,,http://www.afjv.com/societe/535-xilabs.htm,46 rue René Clair 75018 Paris,"7112B - Ingénierie, études techniques",09 56 83 94 28,http://www.xilabs.fr,54100
,Wid Media - jeuxvideo24,,http://www.afjv.com/img/logo2/jeuxvideo24.png,39100,,,"jeuxvideo24.com est un magazine online de jeux vidéo édité par la société WID MEDIA. Le site, connu auparavant sous l'identité WidGamer, a changé de nom en juin 2010.",6,contact@widmedia.net,"5, impasse des coquelicots",Foucherans,2007,SARL,"Valentin Loppé - Rédacteur en chef - valentin@widmedia.net 
 Aurélien Barron - Rédacteur - aurelien@widmedia.net 
 Jérémy Fauvernier - Rédacteur - jeremy@widmedia.net 
 Philippe Jacquemoire - Rédacteur - Vidéo testeur - philippe@widmedia.net 
 Thomas Bortolin - Pigiste - thomas@widmedia.net",Dole B 500 875 695,Presse,,06 15 07 78 16,"Jeuxvideo24 : 100.000 lecteurs iOS, maintenant sur Android15 avr. 2014 - Après avoir été installé sur plus de 100.000 appareils iOS* et plébiscité par ses utilisateurs (plus de 4,5/5 de moyenne sur près de 1700 avis déposés sur l'App Store), Jeuxvideo24 est désormais ... 
 Le magazine Jeuxvideo24 maintenant sur iPhone5 avr. 2013 - Spécialiste de la presse jeux vidéo sur tablette avec 40.000 abonnés, le magazine interactif Jeuxvideo24 fête son premier anniversaire en débarquant sur smartphones ! Les possesseurs d'iPhone, mais... 
 Le magazine Jeuxvideo24 installé sur plus de 25.000 iPad10 sept. 2012 - En moins de six mois, le premier magazine de jeux vidéo gratuit spécialement conçu pour les tablettes numériques est devenu un franc succès. Les possesseurs d'iPad francophones ont répondu en ...",http://www.afjv.com/societe/664-wid-media-jeuxvideo24.htm,"5, impasse des coquelicots 39100 Foucherans",5819Z - Autres activités d'édition,,http://www.jeuxvideo24.com/,124200
,Yamago,,http://www.afjv.com/img/logo/_yamago.gif,75012,,,"Créé en décembre 2000, Yamago est un studio de création de jeux vidéo pour le web et plateformes mobiles.Nous comptons actuellement plus de 100 jeux originaux à notre actif, réalisés pour des clients internationaux prestigieux comme Disney, Cartoon Network ou Lego.Nos réalisations s'appuient sur des licences jeunesse (Star Wars, Naruto, Ben10, Batman, High School Musical, Rio, etc.) ou des créations originales.Historiquement spécialistes des jeux par navigateur, nous développons aujourd'hui sur de nombreuses plateformes comme Facebook, iOS, Android ou BlackBerry Playbook.Yamago sur Facebook: http://www.facebook.com/yamago.netSuivez Yamago sur Twitter:http://twitter.com/yamago_studio",12,studio@yamago.net,"8, passage Brulon",Paris,2000,SARL,Michel PINARD - Gérant,Paris B 433 761 343,Studios,,01 43 44 01 15,"Yamago annonce le développement du jeu Hilomi14 sept. 2011 - Yamago, studio de création de jeux vidéo spécialisé dans les jeux en ligne, est fier d'annoncer que le jeu Hilomi, médaillé d'argent à l'Imagine Cup 2011 dans la catégorie game design Mobile, sera ...",http://www.afjv.com/societe/538-yamago.htm,"8, passage Brulon 75012 Paris",5821Z - Édition de jeux électroniques,09 56 51 00 01,http://www.yamago.net,620800
